w,l,wl,srs_adj,sos_adj,ap_pre,ap_high,ap_final,adj_ncaa
11,16,0.407,28.7,12.63,0,0,0,0
16,13,0.552,33.3,12.63,0,0,0,0
7,19,0.269,24.76,12.64,0,0,0,0
6,22,0.214,24.78,12.65,0,0,0,0
9,17,0.346,28.08,12.65,0,0,0,0
17,16,0.515,31.54,12.65,0,0,0,0
16,14,0.533,35.2,12.65,0,0,0,0.26
9,15,0.375,17.28,12.66,0,0,0,0
16,12,0.571,30.65,12.66,0,0,0,0
15,10,0.6,34.11,12.66,0,0,0,0
12,19,0.387,29.38,12.67,0,0,0,0.26
17,12,0.586,34.42,12.67,0,0,0,0.26
8,22,0.267,23.6,12.68,0,0,0,0
16,9,0.64,29.57,12.68,0,0,0,0
16,11,0.593,38.07,12.68,0,0,0,0
24,5,0.828,43.79,12.68,0,0,0,0
9,17,0.346,20.19,12.69,0,0,0,0
16,12,0.571,35.47,12.69,0,0,0,0
17,16,0.515,31.6,12.7,0,0,0,0
10,18,0.357,28.11,12.71,0,0,0,0
11,12,0.478,29.91,12.71,0,0,0,0
12,15,0.444,31.26,12.71,0,0,0,0
17,12,0.586,31.78,12.71,0,0,0,0
13,14,0.481,32.33,12.71,0,0,0,0
24,5,0.828,43.34,12.71,0,0,0,0
13,15,0.464,30.46,12.72,0,0,0,0
23,8,0.742,37.81,12.72,0,0,0,0
8,19,0.296,27.48,12.74,0,0,0,0
11,14,0.44,28.98,12.74,0,0,0,0
12,16,0.429,33.96,12.74,0,0,0,0
11,16,0.407,34.94,12.74,0,0,0,0
22,7,0.759,43.19,12.75,0,0,0,0
8,22,0.267,22.65,12.76,0,0,0,0
9,17,0.346,30.26,12.76,0,0,0,0
13,15,0.464,30.39,12.76,0,0,0,0
15,13,0.536,34.73,12.76,0,0,0,0
14,13,0.519,35.53,12.76,0,0,0,0
20,8,0.714,39.54,12.76,0,0,0,0
20,7,0.741,35.02,12.77,0,0,0,0
8,21,0.276,26.25,12.78,0,0,0,0
12,18,0.4,29.33,12.78,0,0,0,0
22,7,0.759,41.53,12.78,0,0,0,0.26
11,15,0.423,32.23,12.79,0,0,0,0
12,16,0.429,25.78,12.8,0,0,0,0
7,22,0.241,26.87,12.8,0,0,0,0
16,13,0.552,34.89,12.8,0,0,0,0
14,13,0.519,35.81,12.8,0,0,0,0
18,11,0.621,38.49,12.8,0,0,0,0
4,21,0.16,19.83,12.81,0,0,0,0
5,23,0.179,22.86,12.81,0,0,0,0
13,18,0.419,31.87,12.81,0,0,0,0
14,14,0.5,29.3,12.82,0,0,0,0
13,13,0.5,26.24,12.83,0,0,0,0
11,18,0.379,28,12.83,0,0,0,0
8,19,0.296,29.64,12.83,0,0,0,0
14,15,0.483,35.16,12.83,0,0,0,0
17,12,0.586,37.73,12.84,0,0,0,0
20,5,0.8,45.64,12.84,0,0,0,0.26
6,21,0.222,18.45,12.85,0,0,0,0
17,9,0.654,37.2,12.85,0,0,0,0
18,10,0.643,38.05,12.86,0,0,0,0
10,11,0.476,29.48,12.87,0,0,0,0
14,15,0.483,32.68,12.87,0,0,0,0
18,11,0.621,37.95,12.87,0,0,0,0
12,13,0.48,32.07,12.89,0,0,0,0
15,12,0.556,34.07,12.89,0,0,0,0
8,16,0.333,24.81,12.9,0,0,0,0
7,15,0.318,25.27,12.9,0,0,0,0
7,16,0.304,25.66,12.9,0,0,0,0
17,13,0.567,34.22,12.9,0,0,0,0
21,8,0.724,37.83,12.9,0,0,0,0
3,25,0.107,16.34,12.91,0,0,0,0
7,20,0.259,23.46,12.91,0,0,0,0
10,18,0.357,27.13,12.91,0,0,0,0
16,14,0.533,30.88,12.91,0,0,0,0
11,16,0.407,30.88,12.91,0,0,0,0
12,18,0.4,31.08,12.91,0,0,0,0
14,13,0.519,32.98,12.91,0,0,0,0
18,12,0.6,38.64,12.91,0,0,0,0
25,6,0.806,44.43,12.91,0,0,0,0.26
2,26,0.071,14.08,12.92,0,0,0,0
20,16,0.556,35.35,12.92,0,0,0,0
9,21,0.3,23.3,12.93,0,0,0,0
5,25,0.167,23.48,12.93,0,0,0,0
11,16,0.407,28.74,12.93,0,0,0,0
21,7,0.75,37.1,12.93,0,0,0,0
23,6,0.793,40.36,12.93,0,0,0,0
11,18,0.379,29.21,12.94,0,0,0,0
11,15,0.423,30.17,12.94,0,0,0,0
11,21,0.344,31.65,12.94,0,0,0,0
16,12,0.571,36.29,12.94,0,0,0,0
23,11,0.676,39.22,12.94,0,0,0,0
17,16,0.515,28.73,12.96,0,0,0,0.26
16,13,0.552,30.03,12.96,0,0,0,0
22,8,0.733,40.65,12.97,0,0,0,0.26
14,16,0.467,35.81,12.98,0,0,0,0
4,26,0.133,18.39,12.99,0,0,0,0
17,14,0.548,33.7,12.99,0,0,0,0
24,8,0.75,43.57,12.99,0,0,0,0.26
10,14,0.417,31.2,13,0,0,0,0
9,18,0.333,26.17,13.01,0,0,0,0
15,15,0.5,29.97,13.01,0,0,0,0.26
23,4,0.852,46.25,13.02,0,0,0,0
4,17,0.19,11.68,13.03,0,0,0,0
9,22,0.29,23.58,13.03,0,0,0,0
11,17,0.393,30.79,13.03,0,0,0,0
14,13,0.519,31.4,13.03,0,0,0,0
16,7,0.696,36.81,13.05,0,0,0,0
17,8,0.68,42.22,13.05,0,0,0,0
14,14,0.5,32.41,13.06,0,0,0,0
4,24,0.143,17.19,13.07,0,0,0,0
13,15,0.464,31.98,13.07,0,0,0,0
12,16,0.429,31.96,13.08,0,0,0,0
20,14,0.588,33.6,13.08,0,0,0,0.26
13,13,0.5,34.63,13.08,0,0,0,0
8,21,0.276,28.86,13.09,0,0,0,0
6,12,0.333,29.11,13.09,0,0,0,0
10,17,0.37,30.52,13.09,0,0,0,0
22,13,0.629,36.33,13.09,0,0,0,0
15,15,0.5,33.35,13.1,0,0,0,0
14,15,0.483,34.65,13.1,0,0,0,0
5,15,0.25,20.58,13.11,0,0,0,0
8,19,0.296,26.7,13.11,0,0,0,0
14,17,0.452,30.9,13.11,0,0,0,0
12,15,0.444,34.94,13.11,0,0,0,0
9,15,0.375,18.58,13.12,0,0,0,0
11,14,0.44,24.92,13.12,0,0,0,0
11,17,0.393,31.04,13.12,0,0,0,0
16,12,0.571,31.67,13.12,0,0,0,0
17,12,0.586,32.26,13.12,0,0,0,0
13,15,0.464,33.19,13.12,0,0,0,0
9,18,0.333,29.53,13.13,0,0,0,0
17,11,0.607,36.14,13.13,0,0,0,0
18,10,0.643,38.72,13.13,0,0,0,0
21,9,0.7,41.91,13.13,0,0,0,0
13,10,0.565,32.69,13.14,0,0,0,0
14,14,0.5,33.05,13.14,0,0,0,0
18,12,0.6,35.11,13.14,0,0,0,0
16,9,0.64,36.85,13.14,0,0,0,0
16,11,0.593,36.58,13.15,0,0,0,0
13,9,0.591,39.28,13.15,0,0,0,0
1,25,0.038,15.81,13.16,0,0,0,0
5,23,0.179,20.97,13.16,0,0,0,0
8,18,0.308,28.9,13.16,0,0,0,0
19,12,0.613,36.54,13.16,0,0,0,0.26
23,6,0.793,44.17,13.16,0,0,0,0
6,20,0.231,28.05,13.17,0,0,0,0
27,5,0.844,42.91,13.17,0,0,0,0.26
13,15,0.464,32.21,13.18,0,0,0,0
17,10,0.63,35.31,13.18,0,0,0,0
3,29,0.094,21.28,13.19,0,0,0,0
12,19,0.387,28.06,13.19,0,0,0,0
20,8,0.714,37.6,13.19,0,0,0,0
7,20,0.259,25.08,13.2,0,0,0,0
7,19,0.269,29.53,13.2,0,0,0,0
8,19,0.296,24.58,13.21,0,0,0,0
10,18,0.357,26.05,13.21,0,0,0,0
11,14,0.44,28.38,13.21,0,0,0,0
17,7,0.708,39.11,13.21,0,0,0,0
4,25,0.138,21.66,13.22,0,0,0,0
10,20,0.333,24.81,13.22,0,0,0,0
14,15,0.483,28.95,13.22,0,0,0,0
15,17,0.469,32.77,13.22,0,0,0,0
15,10,0.6,34.77,13.22,0,0,0,0
19,10,0.655,39.56,13.22,0,0,0,0
13,20,0.394,28.11,13.23,0,0,0,0
16,13,0.552,35.85,13.23,0,0,0,0
18,13,0.581,36.58,13.23,0,0,0,0
13,12,0.52,32.36,13.24,0,0,0,0
4,23,0.148,19.24,13.25,0,0,0,0
20,9,0.69,40.74,13.25,0,0,0,0
16,10,0.615,41.09,13.25,0,0,0,0
5,19,0.208,13.96,13.26,0,0,0,0
10,15,0.4,25.81,13.26,0,0,0,0
10,17,0.37,30.97,13.26,0,0,0,0
16,13,0.552,34.74,13.26,0,0,0,0
13,7,0.65,36.81,13.26,0,0,0,0
16,13,0.552,37.22,13.26,0,0,0,0
21,11,0.656,38.88,13.26,0,0,0,0.26
5,24,0.172,19.15,13.27,0,0,0,0
22,7,0.759,36.5,13.27,0,0,0,0
22,6,0.786,39.63,13.27,0,0,0,0
18,10,0.643,40.27,13.27,0,0,0,0
27,4,0.871,44.34,13.27,0,0,0,0.26
14,18,0.438,29.66,13.28,0,0,0,0
8,20,0.286,32.29,13.28,0,0,0,0
14,11,0.56,37.89,13.28,0,0,0,0
20,5,0.8,44.1,13.28,0,0,0,0
0,28,0,8.16,13.29,0,0,0,0
15,10,0.6,27.24,13.29,0,0,0,0
12,16,0.429,27.28,13.29,0,0,0,0
1,30,0.032,16.1,13.3,0,0,0,0
10,17,0.37,30.53,13.3,0,0,0,0
16,15,0.516,35.66,13.3,0,0,0,0.26
22,10,0.688,41.25,13.3,0,0,0,0.26
24,6,0.8,44.18,13.3,0,0,0,0.26
2,25,0.074,18.34,13.31,0,0,0,0
11,17,0.393,30.98,13.31,0,0,0,0
15,13,0.536,36.75,13.32,0,0,0,0
10,17,0.37,30.07,13.33,0,0,0,0
13,15,0.464,30.7,13.33,0,0,0,0
16,8,0.667,30.74,13.34,0,0,0,0
19,10,0.655,37.73,13.34,0,0,0,0.26
25,6,0.806,45.59,13.34,0,0,0,0
11,12,0.478,24.9,13.35,0,0,0,0
11,16,0.407,30.09,13.35,0,0,0,0
14,15,0.483,33.3,13.35,0,0,0,0
13,15,0.464,34.11,13.35,0,0,0,0
6,20,0.231,29.51,13.36,0,0,0,0
11,17,0.393,33.63,13.36,0,0,0,0
21,9,0.7,41.58,13.36,0,0,0,0.26
21,6,0.778,44.18,13.36,0,0,0,0
8,18,0.308,27.02,13.37,0,0,0,0
13,16,0.448,29.49,13.37,0,0,0,0
13,10,0.565,34.13,13.37,0,0,0,0
7,19,0.269,26.11,13.38,0,0,0,0
11,16,0.407,27.4,13.38,0,0,0,0
11,18,0.379,28.42,13.38,0,0,0,0
11,17,0.393,29.68,13.38,0,0,0,0
11,16,0.407,31.64,13.38,0,0,0,0
17,11,0.607,31.85,13.38,0,0,0,0
14,13,0.519,37.83,13.38,0,0,0,0
20,11,0.645,39.9,13.38,0,0,0,0
13,13,0.5,37.63,13.39,0,0,0,0.26
17,9,0.654,39.27,13.39,0,0,0,0.26
13,17,0.433,31.44,13.4,0,0,0,0
7,17,0.292,18.82,13.41,0,0,0,0
5,24,0.172,19.4,13.41,0,0,0,0
17,9,0.654,39.14,13.41,0,0,0,0
4,27,0.129,21.04,13.42,0,0,0,0
10,22,0.313,25.53,13.42,0,0,0,0
15,13,0.536,36.76,13.42,0,0,0,0
20,8,0.714,41.05,13.42,0,0,0,0
7,25,0.219,23.1,13.43,0,0,0,0
11,16,0.407,31.7,13.43,0,0,0,0
23,6,0.793,40.12,13.43,0,0,0,0
9,18,0.333,25.47,13.44,0,0,0,0
9,18,0.333,28.95,13.44,0,0,0,0
11,16,0.407,29.47,13.44,0,0,0,0
19,13,0.594,33.87,13.44,0,0,0,0
15,13,0.536,35.49,13.44,0,0,0,0
24,6,0.8,48.45,13.44,0,0,0,0.26
5,18,0.217,17.85,13.45,0,0,0,0
10,22,0.313,26.13,13.45,0,0,0,0
2,29,0.065,13.65,13.46,0,0,0,0
7,18,0.28,26.92,13.46,0,0,0,0
12,15,0.444,34.41,13.46,0,0,0,0
23,3,0.885,50.35,13.46,0,0.8,0.633,0.26
6,22,0.214,23.02,13.47,0,0,0,0
9,19,0.321,26.55,13.47,0,0,0,0
13,15,0.464,30.42,13.47,0,0,0,0
10,15,0.4,30.65,13.47,0,0,0,0
19,13,0.594,36.05,13.47,0,0,0,0
16,13,0.552,39.37,13.47,0,0,0,0
5,24,0.172,22.42,13.49,0,0,0,0
10,14,0.417,27.6,13.49,0,0,0,0
13,15,0.464,30.34,13.49,0,0,0,0
11,16,0.407,31.09,13.49,0,0,0,0
13,12,0.52,32.04,13.49,0,0,0,0
11,16,0.407,28.29,13.5,0,0,0,0
15,9,0.625,39.18,13.5,0,0,0,0
8,19,0.296,26.1,13.51,0,0,0,0
8,19,0.296,28.87,13.51,0,0,0,0
13,15,0.464,31.56,13.51,0,0,0,0
17,11,0.607,38.91,13.51,0,0,0,0
20,8,0.714,42.25,13.51,0,0,0,0
1,26,0.037,16.66,13.52,0,0,0,0
8,19,0.296,22.68,13.52,0,0,0,0
9,18,0.333,27.18,13.52,0,0,0,0
10,18,0.357,29.95,13.52,0,0,0,0
12,15,0.444,32.68,13.52,0,0,0,0
13,13,0.5,32.99,13.52,0,0,0,0
17,13,0.567,35.54,13.52,0,0,0,0
18,12,0.6,37.33,13.52,0,0,0,0
10,16,0.385,30.87,13.53,0,0,0,0
16,11,0.593,37.77,13.53,0,0,0,0
16,12,0.571,40.6,13.53,0,0,0,0
11,11,0.5,28.37,13.54,0,0,0,0
15,14,0.517,33.25,13.54,0,0,0,0
15,10,0.6,33.79,13.54,0,0,0,0
20,9,0.69,36.86,13.54,0,0,0,0
19,8,0.704,38.05,13.54,0,0,0,0
19,10,0.655,40.91,13.54,0,0,0,0
6,20,0.231,25.27,13.55,0,0,0,0
14,14,0.5,34.14,13.55,0,0,0,0
17,11,0.607,34.6,13.55,0,0,0,0.26
16,11,0.593,34.62,13.55,0,0,0,0
14,9,0.609,35.93,13.55,0,0,0,0
19,10,0.655,37.38,13.55,0,0,0,0
15,10,0.6,39.23,13.55,0,0,0,0
4,21,0.16,19.42,13.56,0,0,0,0
12,16,0.429,30.08,13.56,0,0,0,0
15,16,0.484,33.91,13.56,0,0,0,0
15,12,0.556,34.06,13.56,0,0,0,0
16,12,0.571,38.61,13.56,0,0,0,0
26,7,0.788,43.61,13.56,0,0,0,0.26
13,15,0.464,33.62,13.57,0,0,0,0
18,11,0.621,39.83,13.57,0,0,0,0
3,24,0.111,20.02,13.58,0,0,0,0
9,18,0.333,29.72,13.58,0,0,0,0
20,11,0.645,36.71,13.58,0,0,0,0.26
13,14,0.481,36.8,13.58,0,0,0,0
22,3,0.88,43.86,13.58,0,0,0,0
10,17,0.37,28.01,13.59,0,0,0,0
9,14,0.391,31.41,13.59,0,0,0,0
10,17,0.37,27.31,13.6,0,0,0,0
11,16,0.407,30.88,13.6,0,0,0,0
12,16,0.429,31.54,13.6,0,0,0,0
13,15,0.464,31.54,13.6,0,0,0,0
11,14,0.44,33.1,13.6,0,0,0,0
10,17,0.37,34.57,13.6,0,0,0,0
15,9,0.625,37.61,13.6,0,0,0,0
13,12,0.52,34.41,13.61,0,0,0,0
13,15,0.464,34.92,13.61,0,0,0,0
21,10,0.677,40.19,13.61,0,0,0,0.26
16,8,0.667,48.94,13.61,0,0,0,0
7,16,0.304,28.95,13.62,0,0,0,0
13,15,0.464,32.12,13.62,0,0,0,0
15,17,0.469,32.88,13.62,0,0,0,0
15,13,0.536,35.84,13.62,0,0,0,0
17,13,0.567,36.27,13.62,0,0,0,0.26
17,10,0.63,40.3,13.62,0,0,0,0
3,21,0.125,11.26,13.63,0,0,0,0
6,22,0.214,21.78,13.63,0,0,0,0
14,16,0.467,35.19,13.64,0,0,0,0
19,8,0.704,38.52,13.64,0,0,0,0
21,6,0.778,45.06,13.64,0,0,0,0
5,13,0.278,20.13,13.65,0,0,0,0
10,12,0.455,22.43,13.65,0,0,0,0
8,18,0.308,24.16,13.65,0,0,0,0
18,6,0.75,35.34,13.65,0,0,0,0
14,12,0.538,38.42,13.65,0,0,0,0
17,12,0.586,39.51,13.65,0,0,0,0
7,23,0.233,21.41,13.66,0,0,0,0
6,21,0.222,24.29,13.66,0,0,0,0
11,17,0.393,33.6,13.66,0,0,0,0
16,12,0.571,34.86,13.66,0,0,0,0
19,8,0.704,40.54,13.66,0,0,0,0
5,21,0.192,23.9,13.67,0,0,0,0
13,16,0.448,30.86,13.67,0,0,0,0
13,14,0.481,36.45,13.67,0,0,0,0
3,24,0.111,18.87,13.68,0,0,0,0
5,26,0.161,25.96,13.68,0,0,0,0
11,10,0.524,32.79,13.68,0,0,0,0
18,9,0.667,36.08,13.68,0,0,0,0
10,22,0.313,24.38,13.69,0,0,0,0
11,19,0.367,29.32,13.69,0,0,0,0
17,13,0.567,36.24,13.69,0,0,0,0
24,9,0.727,38.81,13.69,0,0,0,0.36
14,10,0.583,39.2,13.69,0,0,0,0
3,24,0.111,20.84,13.7,0,0,0,0
7,19,0.269,25.75,13.7,0,0,0,0
15,13,0.536,36.79,13.7,0,0,0,0
19,12,0.613,41.25,13.7,0,0,0,0.26
8,19,0.296,23.94,13.71,0,0,0,0
4,22,0.154,26.14,13.71,0,0,0,0
9,17,0.346,31.58,13.71,0,0,0,0
7,21,0.25,26.63,13.72,0,0,0,0
11,17,0.393,32.68,13.72,0,0,0,0
16,5,0.762,37.61,13.72,0,0,0,0
9,17,0.346,24.12,13.73,0,0,0,0
11,17,0.393,30.61,13.73,0,0,0,0
5,21,0.192,24.79,13.74,0,0,0,0
5,26,0.161,25.6,13.74,0,0,0,0
9,20,0.31,26.43,13.74,0,0,0,0
11,20,0.355,32.39,13.74,0,0,0,0
12,12,0.5,33.21,13.74,0,0,0,0
13,17,0.433,33.59,13.74,0,0,0,0
12,14,0.462,36.64,13.74,0,0,0,0
21,8,0.724,37.34,13.74,0,0,0,0.26
9,19,0.321,25.93,13.75,0,0,0,0
12,20,0.375,27.19,13.75,0,0,0,0
12,16,0.429,33.26,13.75,0,0,0,0
20,11,0.645,39.01,13.75,0,0,0,0.26
16,11,0.593,40.15,13.75,0,0,0,0.714
4,23,0.148,20.54,13.76,0,0,0,0
13,15,0.464,29.11,13.76,0,0,0,0
19,15,0.559,32.18,13.76,0,0,0,0
20,9,0.69,39.01,13.76,0,0,0,0
13,13,0.5,29.15,13.77,0,0,0,0
10,18,0.357,30.23,13.77,0,0,0,0
10,14,0.417,30.54,13.77,0,0,0,0
20,10,0.667,38.98,13.77,0,0,0,0.26
21,8,0.724,45.32,13.77,0,0,0,0
2,23,0.08,15.29,13.78,0,0,0,0
7,15,0.318,23.17,13.78,0,0,0,0
14,14,0.5,31.15,13.78,0,0,0,0
15,18,0.455,33.75,13.78,0,0,0,0
15,14,0.517,35.22,13.78,0,0,0,0
18,14,0.563,35.98,13.78,0,0,0,0
17,15,0.531,29.02,13.79,0,0,0,0
12,14,0.462,29.28,13.79,0,0,0,0
19,12,0.613,36.46,13.79,0,0,0,0.26
17,9,0.654,38.04,13.79,0,0,0,0
11,15,0.423,29.27,13.8,0,0,0,0
13,15,0.464,35.24,13.8,0,0,0,0
10,16,0.385,27.24,13.81,0,0,0,0
18,14,0.563,34.7,13.81,0,0,0,0
7,21,0.25,26.78,13.83,0,0,0,0
16,10,0.615,35.88,13.83,0,0,0,0
16,14,0.533,37.09,13.83,0,0,0,0
15,9,0.625,42.51,13.83,0,0,0,0
3,21,0.125,15.83,13.84,0,0,0,0
6,23,0.207,25.82,13.84,0,0,0,0
11,17,0.393,25.98,13.84,0,0,0,0
8,18,0.308,26.58,13.84,0,0,0,0
15,14,0.517,33.66,13.84,0,0,0,0
18,11,0.621,38.25,13.84,0,0,0,0
17,12,0.586,30.23,13.85,0,0,0,0
17,11,0.607,38.07,13.85,0,0,0,0
22,7,0.759,42.99,13.85,0,0,0,0
7,12,0.368,27.24,13.86,0,0,0,0
15,19,0.441,32.57,13.86,0,0,0,0
16,14,0.533,33.62,13.86,0,0,0,0
22,11,0.667,39.76,13.86,0,0,0,0
4,23,0.148,24.5,13.87,0,0,0,0
10,16,0.385,27.6,13.87,0,0,0,0
7,22,0.241,28.67,13.87,0,0,0,0
14,16,0.467,31.86,13.87,0,0,0,0
22,8,0.733,40.17,13.87,0,0,0,0
7,18,0.28,26.02,13.88,0,0,0,0
9,18,0.333,26.39,13.88,0,0,0,0
8,21,0.276,28.61,13.88,0,0,0,0
10,16,0.385,30.39,13.88,0,0,0,0
12,18,0.4,31.03,13.88,0,0,0,0
15,13,0.536,35.86,13.88,0,0,0,0
16,11,0.593,35.87,13.88,0,0,0,0
7,21,0.25,21.44,13.89,0,0,0,0
10,22,0.313,27.3,13.89,0,0,0,0
12,16,0.429,29.61,13.89,0,0,0,0
23,6,0.793,43.9,13.89,0,0,0,0
8,20,0.286,23.66,13.9,0,0,0,0
9,22,0.29,25.31,13.9,0,0,0,0
6,21,0.222,25.7,13.9,0,0,0,0
8,15,0.348,30.33,13.9,0,0,0,0
13,14,0.481,31.07,13.9,0,0,0,0
9,18,0.333,31.12,13.9,0,0,0,0
13,15,0.464,32.18,13.9,0,0,0,0
16,10,0.615,37.06,13.9,0,0,0,0
5,22,0.185,20.79,13.91,0,0,0,0
17,12,0.586,36.75,13.91,0,0,0,0
15,12,0.556,38.46,13.91,0,0,0,0
5,22,0.185,19.47,13.92,0,0,0,0
7,20,0.259,23.97,13.92,0,0,0,0
8,16,0.333,27.79,13.92,0,0,0,0
15,11,0.577,41.03,13.92,0,0,0,0
8,19,0.296,13.36,13.93,0,0,0,0
13,14,0.481,34.15,13.93,0,0,0,0
13,5,0.722,41.76,13.93,0,0,0,0
11,8,0.579,43.27,13.93,0,0,0,0
2,27,0.069,17.97,13.94,0,0,0,0
6,22,0.214,21.71,13.94,0,0,0,0
11,15,0.423,27.77,13.94,0,0,0,0
23,11,0.676,38.08,13.94,0,0,0,0
6,17,0.261,19.92,13.95,0,0,0,0
7,17,0.292,23.61,13.95,0,0,0,0
6,21,0.222,27.4,13.95,0,0,0,0
9,18,0.333,27.7,13.95,0,0,0,0
11,16,0.407,29.08,13.95,0,0,0,0
14,12,0.538,37.11,13.95,0,0,0,0
13,14,0.481,32.43,13.96,0,0,0,0
7,21,0.25,23.52,13.97,0,0,0,0
10,22,0.313,27.23,13.97,0,0,0,0
9,18,0.333,29.29,13.97,0,0,0,0
22,7,0.759,41.62,13.97,0,0,0,0
23,6,0.793,47.14,13.97,0,0,0,0
7,24,0.226,24.39,13.98,0,0,0,0
12,16,0.429,32.18,13.98,0,0,0,0
13,16,0.448,32.32,13.98,0,0,0,0
7,20,0.259,28.28,13.99,0,0,0,0
9,12,0.429,31.59,13.99,0,0,0,0
4,23,0.148,13.01,14,0,0,0,0
7,19,0.269,28.23,14,0,0,0,0
16,12,0.571,34.69,14,0,0,0,0
8,18,0.308,24.14,14.01,0,0,0,0
13,15,0.464,32.59,14.01,0,0,0,0
15,13,0.536,33.4,14.01,0,0,0,0
13,15,0.464,33.49,14.01,0,0,0,0
21,11,0.656,35.27,14.01,0,0,0,0.26
17,11,0.607,37,14.01,0,0,0,0
20,7,0.741,38.87,14.01,0,0,0,0
16,13,0.552,39.43,14.01,0,0,0,0
18,8,0.692,39.68,14.01,0,0,0,0
22,7,0.759,42.46,14.01,0,0,0,0
12,18,0.4,30.5,14.02,0,0,0,0
8,10,0.444,31.01,14.02,0,0,0,0
17,11,0.607,38.72,14.02,0,0,0,0
17,4,0.81,42.92,14.02,0,0,0,0
15,13,0.536,34.33,14.03,0,0,0,0
17,10,0.63,38.16,14.03,0,0,0,0
8,21,0.276,27.41,14.04,0,0,0,0
11,18,0.379,30.18,14.04,0,0,0,0
17,12,0.586,34.52,14.04,0,0,0,0
12,16,0.429,35.46,14.04,0,0,0,0
22,9,0.71,42.62,14.04,0,0,0,0
9,18,0.333,26.32,14.05,0,0,0,0
7,21,0.25,29.56,14.05,0,0,0,0
14,14,0.5,31.77,14.05,0,0,0,0
19,10,0.655,37.92,14.05,0,0,0,0
17,16,0.515,30.87,14.06,0,0,0,0
10,19,0.345,32.85,14.06,0,0,0,0
19,8,0.704,43.64,14.06,0,0,0,0
8,18,0.308,28.71,14.07,0,0,0,0
14,12,0.538,32.86,14.07,0,0,0,0
20,10,0.667,38.94,14.07,0,0,0,0
22,6,0.786,44.74,14.07,0,0,0,0
11,16,0.407,33.41,14.08,0,0,0,0
3,23,0.115,25.32,14.09,0,0,0,0
16,16,0.5,31.01,14.09,0,0,0,0
14,18,0.438,32.03,14.09,0,0,0,0
14,14,0.5,34.11,14.09,0,0,0,0
10,14,0.417,35.73,14.09,0,0,0,0
14,14,0.5,36.71,14.09,0,0,0,0
14,19,0.424,31.62,14.1,0,0,0,0
11,16,0.407,32.45,14.1,0,0,0,0
19,7,0.731,36.24,14.1,0,0,0,0
14,18,0.438,37.26,14.1,0,0,0,0
18,9,0.667,41.77,14.1,0,0,0,0
9,23,0.281,22.93,14.11,0,0,0,0
7,20,0.259,23.61,14.11,0,0,0,0
11,16,0.407,27.94,14.11,0,0,0,0
12,16,0.429,28.91,14.11,0,0,0,0
17,8,0.68,38.21,14.11,0,0,0,0
21,10,0.677,41.93,14.11,0,0,0,0
10,17,0.37,28.29,14.12,0,0,0,0
7,21,0.25,31.59,14.12,0,0,0,0
13,10,0.565,33.95,14.12,0,0,0,0
15,5,0.75,41.94,14.12,0,0,0,0
8,21,0.276,22.21,14.13,0,0,0,0
12,20,0.375,29.58,14.13,0,0,0,0
13,16,0.448,33.71,14.13,0,0,0,0
14,14,0.5,31.89,14.14,0,0,0,0
13,15,0.464,33.69,14.14,0,0,0,0
17,12,0.586,39.44,14.14,0,0,0,0
9,15,0.375,29.75,14.15,0,0,0,0
18,15,0.545,33.11,14.15,0,0,0,0
22,13,0.629,36.11,14.15,0,0,0,0
20,12,0.625,36.41,14.15,0,0,0,0
18,10,0.643,38.18,14.15,0,0,0,0
18,7,0.72,41.09,14.15,0,0,0,0
7,21,0.25,22.21,14.16,0,0,0,0
7,21,0.25,26.53,14.16,0,0,0,0
6,22,0.214,26.94,14.16,0,0,0,0
19,8,0.704,39.92,14.16,0,0,0,0
5,22,0.185,23.6,14.17,0,0,0,0
5,22,0.185,25.72,14.17,0,0,0,0
12,15,0.444,31.5,14.17,0,0,0,0
4,22,0.154,14.65,14.18,0,0,0,0
6,19,0.24,21.46,14.18,0,0,0,0
5,23,0.179,24.88,14.18,0,0,0,0
9,17,0.346,29.53,14.18,0,0,0,0
15,14,0.517,35.7,14.18,0,0,0,0
13,13,0.5,35.93,14.18,0,0,0,0
19,11,0.633,38.4,14.18,0,0,0,0.26
14,12,0.538,44.69,14.18,0,0,0,0
3,21,0.125,20.89,14.19,0,0,0,0
4,22,0.154,25.2,14.19,0,0,0,0
11,15,0.423,28.15,14.19,0,0,0,0
2,23,0.08,17.75,14.2,0,0,0,0
6,21,0.222,21.29,14.2,0,0,0,0
12,17,0.414,29.68,14.2,0,0,0,0
17,15,0.531,34,14.2,0,0,0,0
16,11,0.593,36.99,14.2,0,0,0,0
17,8,0.68,38.66,14.2,0,0,0,0
9,19,0.321,24.64,14.21,0,0,0,0
12,13,0.48,29.84,14.21,0,0,0,0
14,13,0.519,31.58,14.21,0,0,0,0
11,15,0.423,31.71,14.21,0,0,0,0
13,14,0.481,32.22,14.21,0,0,0,0
14,17,0.452,32.45,14.21,0,0,0,0
14,16,0.467,33.45,14.21,0,0,0,0
13,13,0.5,33.81,14.21,0,0,0,0
11,17,0.393,33.94,14.21,0,0,0,0
16,12,0.571,34.22,14.21,0,0,0,0
8,17,0.32,25.57,14.22,0,0,0,0
8,18,0.308,26.56,14.22,0,0,0,0
7,20,0.259,27.43,14.22,0,0,0,0
9,19,0.321,27.56,14.22,0,0,0,0
