w,l,wl,srs_adj,sos_adj,pts_for,pts_vs,pts_total,ap_pre_adj,ap_high_adj,ap_final_adj,pts_diff_adj,ncaa_adj
7,24,0.226,28.95,19.03,64.4,75.9,140.3,0,0,0,15.2,0
7,20,0.259,16.51,6.4,68.6,80,148.6,0,0,0,15.3,0
7,20,0.259,17.39,7.35,67.1,78.5,145.6,0,0,0,15.3,0
6,20,0.231,18.6,8.5,56.8,68.2,125,0,0,0,15.3,0
3,24,0.111,20.91,11.24,63.7,75.1,138.8,0,0,0,15.3,0
5,24,0.172,19.09,11.92,59.8,71.2,131,0,0,0,15.3,0
3,23,0.115,20.34,13.02,65.3,76.7,142,0,0,0,15.3,0
3,26,0.103,23.29,13.49,60.3,71.7,132,0,0,0,15.3,0
4,23,0.148,26.2,16.16,60.3,71.7,132,0,0,0,15.3,0
11,17,0.393,11.9,2.31,70.7,82,152.7,0,0,0,15.4,0
8,22,0.267,17.97,10.19,66.4,77.7,144.1,0,0,0,15.4,0
2,28,0.067,20.61,10.47,58.6,69.9,128.5,0,0,0,15.4,0
3,23,0.115,20.7,10.59,63.6,74.9,138.5,0,0,0,15.4,0
3,24,0.111,25.64,15.53,66.1,77.4,143.5,0,0,0,15.4,0
4,22,0.154,24.12,16.63,67.1,78.4,145.5,0,0,0,15.4,0
7,21,0.25,28.76,18.63,68,79.3,147.3,0,0,0,15.4,0
7,24,0.226,12.73,2.97,67.7,78.9,146.6,0,0,0,15.5,0
10,20,0.333,11.86,3.38,73.1,84.3,157.4,0,0,0,15.5,0
7,22,0.241,14.62,3.52,64.4,75.6,140,0,0,0,15.5,0
7,25,0.219,17.41,7.22,63.4,74.6,138,0,0,0,15.5,0
5,23,0.179,15.96,8.01,52.9,64.1,117,0,0,0,15.5,0
4,22,0.154,18.28,8.15,65.6,76.8,142.4,0,0,0,15.5,0
6,25,0.194,21.55,11.3,62,73.2,135.2,0,0,0,15.5,0
5,22,0.185,23.03,13.66,63.4,74.6,138,0,0,0,15.5,0
4,23,0.148,11.33,7.32,72.6,83.7,156.3,0,0,0,15.6,0
7,25,0.219,14.97,7.59,61.9,73,134.9,0,0,0,15.6,0
4,24,0.143,19.02,8.65,65,76.1,141.1,0,0,0,15.6,0
5,22,0.185,15.96,8.75,55.2,66.3,121.5,0,0,0,15.6,0
6,23,0.207,21.34,11.68,65.9,77,142.9,0,0,0,15.6,0
4,23,0.148,33.52,23.45,56.2,67.3,123.5,0,0,0,15.6,0
6,23,0.207,12.78,4.34,60.9,71.9,132.8,0,0,0,15.7,0
7,20,0.259,15.3,4.89,62,73,135,0,0,0,15.7,0
9,22,0.29,15.42,5.01,64.5,75.5,140,0,0,0,15.7,0
7,23,0.233,13.25,5.64,58.6,69.6,128.2,0,0,0,15.7,0
8,19,0.296,15.48,6.26,64.1,75.1,139.2,0,0,0,15.7,0
5,23,0.179,18.67,8.26,58.9,69.9,128.8,0,0,0,15.7,0
4,26,0.133,19.68,9.3,56.1,67.1,123.2,0,0,0,15.7,0
6,27,0.182,18.54,9.97,61.2,72.2,133.4,0,0,0,15.7,0
6,24,0.2,20.43,10.09,60.8,71.8,132.6,0,0,0,15.7,0
5,25,0.167,19.84,10.11,62.9,73.9,136.8,0,0,0,15.7,0
4,23,0.148,20.26,10.66,66.5,77.5,144,0,0,0,15.7,0
5,26,0.161,22.48,12,58,69,127,0,0,0,15.7,0
5,23,0.179,22.97,12.74,69.4,80.4,149.8,0,0,0,15.7,0
6,22,0.214,23.67,13.3,66.1,77.1,143.2,0,0,0,15.7,0
5,25,0.167,21.33,13.63,67.3,78.3,145.6,0,0,0,15.7,0
7,20,0.259,31.71,21.77,69.1,80.1,149.2,0,0,0,15.7,0
5,23,0.179,16.72,6.16,63,73.9,136.9,0,0,0,15.8,0
8,22,0.267,18.46,7.95,76,86.9,162.9,0,0,0,15.8,0
5,22,0.185,18.72,8.27,59.1,70,129.1,0,0,0,15.8,0
5,26,0.161,19.29,8.82,59.2,70.1,129.3,0,0,0,15.8,0
6,24,0.2,17.68,9.34,60.3,71.2,131.5,0,0,0,15.8,0
8,23,0.258,18.01,9.66,71.6,82.5,154.1,0,0,0,15.8,0
7,20,0.259,21.58,12.41,67.3,78.2,145.5,0,0,0,15.8,0
6,24,0.2,18.86,13.3,63.4,74.3,137.7,0,0,0,15.8,0
5,23,0.179,22.61,14.24,59.2,70.1,129.3,0,0,0,15.8,0
7,24,0.226,27.97,18.26,65.1,76,141.1,0,0,0,15.8,0
2,26,0.071,29.68,19.09,62.5,73.4,135.9,0,0,0,15.8,0
6,25,0.194,29.65,21.78,59.9,70.8,130.7,0,0,0,15.8,0
7,23,0.233,20.05,9.41,64.9,75.7,140.6,0,0,0,15.9,0
7,24,0.226,20.04,9.47,61.8,72.6,134.4,0,0,0,15.9,0
6,23,0.207,18.27,9.72,72.1,82.9,155,0,0,0,15.9,0
7,23,0.233,19.06,9.72,59.5,70.3,129.8,0,0,0,15.9,0
5,24,0.172,20.69,10.07,62.2,73,135.2,0,0,0,15.9,0
7,20,0.259,19.14,10.08,63.3,74.1,137.4,0,0,0,15.9,0
8,21,0.276,14.99,4.34,58.8,69.5,128.3,0,0,0,16,0
4,26,0.133,18.93,8.25,63.1,73.8,136.9,0,0,0,16,0
6,21,0.222,20.71,10.01,65.6,76.3,141.9,0,0,0,16,0
5,24,0.172,19.8,11.01,67,77.7,144.7,0,0,0,16,0
8,20,0.286,21.69,13.32,71.7,82.4,154.1,0,0,0,16,0
3,25,0.107,24.45,13.68,59.7,70.4,130.1,0,0,0,16,0
7,20,0.259,12.77,4.56,70.9,81.5,152.4,0,0,0,16.1,0
7,24,0.226,18.42,7.62,60.4,71,131.4,0,0,0,16.1,0
4,26,0.133,19.24,8.4,66.7,77.3,144,0,0,0,16.1,0
5,22,0.185,16.13,8.52,54.9,65.5,120.4,0,0,0,16.1,0
10,21,0.323,18.63,8.72,61.3,71.9,133.2,0,0,0,16.1,0
4,23,0.148,20.51,9.69,66.1,76.7,142.8,0,0,0,16.1,0
7,23,0.233,29.47,18.72,69.7,80.3,150,0,0,0,16.1,0
8,18,0.308,15.97,4.26,75.1,85.6,160.7,0,0,0,16.2,0
6,25,0.194,17.09,6.61,58.2,68.7,126.9,0,0,0,16.2,0
4,23,0.148,17.03,7.19,68,78.5,146.5,0,0,0,16.2,0
10,18,0.357,15.25,7.34,61.5,72,133.5,0,0,0,16.2,0
8,22,0.267,20.94,10.06,63.1,73.6,136.7,0,0,0,16.2,0
7,22,0.241,23.35,12.97,67.5,78,145.5,0,0,0,16.2,0
4,28,0.125,18.33,13.06,66.9,77.4,144.3,0,0,0,16.2,0
5,23,0.179,24.38,15.12,66.6,77.1,143.7,0,0,0,16.2,0
6,25,0.194,33.82,23.42,60.1,70.6,130.7,0,0,0,16.2,0
7,19,0.269,12.36,2.03,66.7,77.1,143.8,0,0,0,16.3,0
4,24,0.143,19.24,9.39,60,70.4,130.4,0,0,0,16.3,0
6,24,0.2,18.49,10.22,70.6,81,151.6,0,0,0,16.3,0
5,27,0.156,19.97,11.31,65.3,75.7,141,0,0,0,16.3,0
5,23,0.179,22.96,14.28,64.6,75,139.6,0,0,0,16.3,0
5,26,0.161,24.73,14.45,60.5,70.9,131.4,0,0,0,16.3,0
5,22,0.185,26.43,17.7,57.6,68,125.6,0,0,0,16.3,0
8,22,0.267,14.49,4.74,65.9,76.2,142.1,0,0,0,16.4,0
10,20,0.333,16.65,5.2,63.1,73.4,136.5,0,0,0,16.4,0
6,20,0.231,19.89,9.52,72.1,82.4,154.5,0,0,0,16.4,0
8,20,0.286,20.73,10.21,59.5,69.8,129.3,0,0,0,16.4,0
5,26,0.161,20.92,12.06,57.8,68.1,125.9,0,0,0,16.4,0
9,18,0.333,13.41,4.4,70,80.2,150.2,0,0,0,16.5,0
5,25,0.167,21.12,9.91,65.5,75.7,141.2,0,0,0,16.5,0
7,20,0.259,22.32,11.14,58.9,69.1,128,0,0,0,16.5,0
7,23,0.233,23.12,12.05,61.2,71.4,132.6,0,0,0,16.5,0
5,23,0.179,28.26,18.48,61.9,72.1,134,0,0,0,16.5,0
9,22,0.29,16.5,7.02,67.6,77.7,145.3,0,0,0,16.6,0
3,25,0.107,17.56,8.27,56.9,67,123.9,0,0,0,16.6,0
6,21,0.222,23.67,14.42,63.7,73.8,137.5,0,0,0,16.6,0
6,24,0.2,25.13,14.48,63.1,73.2,136.3,0,0,0,16.6,0
6,23,0.207,28.16,16.85,61,71.1,132.1,0,0,0,16.6,0
9,19,0.321,18.22,8.03,77.1,87.1,164.2,0,0,0,16.7,0
8,18,0.308,20.33,8.92,64.6,74.6,139.2,0,0,0,16.7,0
7,24,0.226,18.39,9.15,60.3,70.3,130.6,0,0,0,16.7,0
6,24,0.2,19.78,9.82,61,71,132,0,0,0,16.7,0
6,25,0.194,20.71,10.09,65.5,75.5,141,0,0,0,16.7,0
11,18,0.379,22.55,11.11,58.4,68.4,126.8,0,0,0,16.7,0
6,22,0.214,22.54,11.13,62.5,72.5,135,0,0,0,16.7,0
5,20,0.2,30.13,18.68,59.6,69.6,129.2,0,0,0,16.7,0
8,24,0.25,31.42,19.95,67.2,77.2,144.4,0,0,0,16.7,0
6,21,0.222,32.79,21.38,70.4,80.4,150.8,0,0,0,16.7,0
7,20,0.259,17.94,6.8,71.7,81.6,153.3,0,0,0,16.8,0
7,24,0.226,18.35,7.44,56,65.9,121.9,0,0,0,16.8,0
5,22,0.185,18.54,8.17,58.6,68.5,127.1,0,0,0,16.8,0
6,21,0.222,15.38,8.19,65.7,75.6,141.3,0,0,0,16.8,0
9,21,0.3,18.64,8.48,62.8,72.7,135.5,0,0,0,16.8,0
6,24,0.2,26.47,15.96,70.5,80.4,150.9,0,0,0,16.8,0
7,22,0.241,15.4,4.28,64.9,74.7,139.6,0,0,0,16.9,0
5,23,0.179,15.36,4.61,64,73.8,137.8,0,0,0,16.9,0
9,21,0.3,15.14,4.91,54.4,64.2,118.6,0,0,0,16.9,0
9,22,0.29,17.05,8.03,63.4,73.2,136.6,0,0,0,16.9,0
9,21,0.3,17.35,8.06,65.8,75.6,141.4,0,0,0,16.9,0
8,25,0.242,19.08,9.22,61.2,71,132.2,0,0,0,16.9,0
6,22,0.214,20.95,9.32,59.4,69.2,128.6,0,0,0,16.9,0
7,21,0.25,27.08,15.45,64.1,73.9,138,0,0,0,16.9,0
6,20,0.231,27.18,15.54,67,76.8,143.8,0,0,0,16.9,0
7,21,0.25,33.77,22.15,63.1,72.9,136,0,0,0,16.9,0
6,26,0.188,15.1,4.49,64.6,74.3,138.9,0,0,0,17,0
7,20,0.259,18.48,7.22,57.1,66.8,123.9,0,0,0,17,0
5,21,0.192,16.33,7.34,66.9,76.6,143.5,0,0,0,17,0
7,24,0.226,19.66,7.96,61.2,70.9,132.1,0,0,0,17,0
7,20,0.259,21.37,11.09,67.7,77.4,145.1,0,0,0,17,0
7,26,0.212,22.61,11.51,60.5,70.2,130.7,0,0,0,17,0
6,22,0.214,26.55,14.82,65.7,75.4,141.1,0,0,0,17,0
4,24,0.143,26.83,15.14,66.9,76.6,143.5,0,0,0,17,0
6,21,0.222,30.03,18.25,61.6,71.3,132.9,0,0,0,17,0
7,20,0.259,32.13,20.39,64,73.7,137.7,0,0,0,17,0
6,21,0.222,15.52,4.47,68.9,78.5,147.4,0,0,0,17.1,0
6,22,0.214,21.84,10.03,65.9,75.5,141.4,0,0,0,17.1,0
9,21,0.3,19.27,10.25,66.9,76.5,143.4,0,0,0,17.1,0
6,25,0.194,22.96,11.52,62.7,72.3,135,0,0,0,17.1,0
6,25,0.194,24.19,12.43,60.1,69.7,129.8,0,0,0,17.1,0
8,20,0.286,24.79,13.83,57,66.6,123.6,0,0,0,17.1,0
6,21,0.222,24.9,13.84,62.9,72.5,135.4,0,0,0,17.1,0
7,24,0.226,25.9,14.07,71.1,80.7,151.8,0,0,0,17.1,0
6,24,0.2,27.25,17.62,60.9,70.5,131.4,0,0,0,17.1,0
7,23,0.233,33.42,21.94,59.2,68.8,128,0,0,0,17.1,0
6,22,0.214,33.94,22.1,63.5,73.1,136.6,0,0,0,17.1,0
10,18,0.357,15.94,4.07,68.4,77.9,146.3,0,0,0,17.2,0
6,23,0.207,17.66,5.82,61.7,71.2,132.9,0,0,0,17.2,0
6,24,0.2,18.74,6.77,64.5,74,138.5,0,0,0,17.2,0
6,22,0.214,19.61,7.7,64.2,73.7,137.9,0,0,0,17.2,0
7,21,0.25,20.41,8.5,65.5,75,140.5,0,0,0,17.2,0
7,21,0.25,21.37,9.53,72.6,82.1,154.7,0,0,0,17.2,0
9,18,0.333,20.91,10.62,70.3,79.8,150.1,0,0,0,17.2,0
8,24,0.25,22.24,11.7,60.9,70.4,131.3,0,0,0,17.2,0
7,23,0.233,27.23,15.29,66.2,75.7,141.9,0,0,0,17.2,0
10,19,0.345,28.22,16.36,62,71.5,133.5,0,0,0,17.2,0
5,25,0.167,28.59,16.65,61.9,71.4,133.3,0,0,0,17.2,0
7,21,0.25,12.8,1.69,63.7,73.1,136.8,0,0,0,17.3,0
7,20,0.259,13.87,1.88,73.9,83.3,157.2,0,0,0,17.3,0
5,26,0.161,17.44,5.72,69,78.4,147.4,0,0,0,17.3,0
7,21,0.25,19.1,7.08,65,74.4,139.4,0,0,0,17.3,0
8,18,0.308,18.41,7.12,63.8,73.2,137,0,0,0,17.3,0
4,22,0.154,19.04,8.03,69,78.4,147.4,0,0,0,17.3,0
10,21,0.323,21.26,10.28,60.7,70.1,130.8,0,0,0,17.3,0
6,22,0.214,23.41,11.39,72.9,82.3,155.2,0,0,0,17.3,0
4,24,0.143,23.68,11.67,67.3,76.7,144,0,0,0,17.3,0
8,22,0.267,23.55,12.55,71.5,80.9,152.4,0,0,0,17.3,0
7,23,0.233,21.01,13.63,58.6,68,126.6,0,0,0,17.3,0
7,25,0.219,30.06,18.06,61.1,70.5,131.6,0,0,0,17.3,0
9,22,0.29,29.76,19.09,64.1,73.5,137.6,0,0,0,17.3,0
9,22,0.29,31.31,19.33,59.1,68.5,127.6,0,0,0,17.3,0
8,24,0.25,33.95,22.38,67.9,77.3,145.2,0,0,0,17.3,0
4,25,0.138,16.29,4.16,71.5,80.8,152.3,0,0,0,17.4,0
6,22,0.214,15.88,6.85,63,72.3,135.3,0,0,0,17.4,0
8,21,0.276,17.17,7.34,64.9,74.2,139.1,0,0,0,17.4,0
6,23,0.207,20.15,8.2,61.1,70.4,131.5,0,0,0,17.4,0
7,20,0.259,21.57,9.6,68.7,78,146.7,0,0,0,17.4,0
6,21,0.222,20.55,11.06,67.2,76.5,143.7,0,0,0,17.4,0
5,26,0.161,24.44,12.38,60.5,69.8,130.3,0,0,0,17.4,0
4,24,0.143,23.47,13.43,60,69.3,129.3,0,0,0,17.4,0
7,24,0.226,28.9,16.81,56.4,65.7,122.1,0,0,0,17.4,0
9,20,0.31,28.63,17.54,63.6,72.9,136.5,0,0,0,17.4,0
8,20,0.286,32,19.91,65.2,74.5,139.7,0,0,0,17.4,0
7,25,0.219,34.24,22.11,61.2,70.5,131.7,0,0,0,17.4,0
4,13,0.235,38.15,26.09,63.2,72.5,135.7,0,0,0,17.4,0
8,21,0.276,14.11,3.77,64.2,73.4,137.6,0,0,0,17.5,0
8,23,0.258,19.23,7.86,61.3,70.5,131.8,0,0,0,17.5,0
8,19,0.296,20.46,9.24,70.7,79.9,150.6,0,0,0,17.5,0
7,22,0.241,20.38,10.37,57.1,66.3,123.4,0,0,0,17.5,0
11,20,0.355,17.15,11.1,70.6,79.8,150.4,0,0,0,17.5,0
7,25,0.219,23.04,11.7,68,77.2,145.2,0,0,0,17.5,0
7,24,0.226,27.99,15.81,63.4,72.6,136,0,0,0,17.5,0
7,24,0.226,27.89,17.49,62.5,71.7,134.2,0,0,0,17.5,0
8,20,0.286,30.33,18.1,61.8,71,132.8,0,0,0,17.5,0
5,22,0.185,15.44,6.15,69.7,78.8,148.5,0,0,0,17.6,0
7,25,0.219,19.29,6.98,64.5,73.6,138.1,0,0,0,17.6,0
8,21,0.276,18.69,9.36,70.9,80,150.9,0,0,0,17.6,0
7,22,0.241,18.43,9.69,64.2,73.3,137.5,0,0,0,17.6,0
5,24,0.172,19.13,10.91,62.2,71.3,133.5,0,0,0,17.6,0
9,21,0.3,21.69,12.06,64.6,73.7,138.3,0,0,0,17.6,0
10,22,0.313,22.7,12.19,62.3,71.4,133.7,0,0,0,17.6,0
6,26,0.188,25.06,13.72,60.3,69.4,129.7,0,0,0,17.6,0
8,19,0.296,30.48,18.25,65.6,74.7,140.3,0,0,0,17.6,0
10,20,0.333,35.79,24.55,67.6,76.7,144.3,0,0,0,17.6,0
8,19,0.296,11.39,3.76,61.9,70.9,132.8,0,0,0,17.7,0
8,19,0.296,17.94,5.49,68.9,77.9,146.8,0,0,0,17.7,0
5,26,0.161,17.8,5.66,59.1,68.1,127.2,0,0,0,17.7,0
9,23,0.281,14.77,6.09,71.7,80.7,152.4,0,0,0,17.7,0
5,23,0.179,18.14,7.36,64.7,73.7,138.4,0,0,0,17.7,0
6,24,0.2,20.85,8.44,71.4,80.4,151.8,0,0,0,17.7,0
7,20,0.259,20.88,8.44,65,74,139,0,0,0,17.7,0
6,25,0.194,18.46,9.05,67.5,76.5,144,0,0,0,17.7,0
5,23,0.179,21.54,9.13,69.9,78.9,148.8,0,0,0,17.7,0
6,22,0.214,24.16,11.75,61.5,70.5,132,0,0,0,17.7,0
6,21,0.222,21.43,12.74,69.9,78.9,148.8,0,0,0,17.7,0
6,20,0.231,24.5,13.45,64.2,73.2,137.4,0,0,0,17.7,0
4,25,0.138,25.53,14.9,64.5,73.5,138,0,0,0,17.7,0
7,21,0.25,27.49,15.12,67.6,76.6,144.2,0,0,0,17.7,0
7,21,0.25,33.96,21.55,63.5,72.5,136,0,0,0,17.7,0
6,21,0.222,34.63,22.22,62.6,71.6,134.2,0,0,0,17.7,0
10,17,0.37,13.9,6.45,72.1,81,153.1,0,0,0,17.8,0
8,20,0.286,19.43,7.52,69.5,78.4,147.9,0,0,0,17.8,0
9,20,0.31,20.84,8.26,64.9,73.8,138.7,0,0,0,17.8,0
12,20,0.375,20.65,9.27,61.6,70.5,132.1,0,0,0,17.8,0
6,23,0.207,22.32,9.78,62,70.9,132.9,0,0,0,17.8,0
7,20,0.259,23.63,11.08,63.7,72.6,136.3,0,0,0,17.8,0
9,23,0.281,23.96,11.42,61.4,70.3,131.7,0,0,0,17.8,0
5,22,0.185,22.85,11.86,57.7,66.6,124.3,0,0,0,17.8,0
6,24,0.2,24.45,11.97,64.1,73,137.1,0,0,0,17.8,0
5,22,0.185,24.51,12.06,62.3,71.2,133.5,0,0,0,17.8,0
10,22,0.313,31.31,18.78,60.6,69.5,130.1,0,0,0,17.8,0
9,22,0.29,32.82,21.35,65,73.9,138.9,0,0,0,17.8,0
6,21,0.222,34.77,22.29,62,70.9,132.9,0,0,0,17.8,0
9,22,0.29,34.52,22.34,63.6,72.5,136.1,0,0,0,17.8,0
11,17,0.393,15.5,2.92,69.4,78.2,147.6,0,0,0,17.9,0
7,22,0.241,19.76,7.14,67.7,76.5,144.2,0,0,0,17.9,0
8,18,0.308,19.44,7.27,68.3,77.1,145.4,0,0,0,17.9,0
8,22,0.267,18.86,8.99,64.4,73.2,137.6,0,0,0,17.9,0
11,23,0.324,19.17,9.21,67.6,76.4,144,0,0,0,17.9,0
6,23,0.207,22.67,10.02,60.8,69.6,130.4,0,0,0,17.9,0
5,25,0.167,23.85,12.24,54,62.8,116.8,0,0,0,17.9,0
12,19,0.387,23.85,12.3,59.9,68.7,128.6,0,0,0,17.9,0
7,21,0.25,24.44,12.53,69,77.8,146.8,0,0,0,17.9,0
5,22,0.185,27.77,15.1,73.6,82.4,156,0,0,0,17.9,0
7,24,0.226,27.41,15.38,65.9,74.7,140.6,0,0,0,17.9,0
10,18,0.357,28.5,17.36,66.3,75.1,141.4,0,0,0,17.9,0
7,24,0.226,34.54,21.97,67.9,76.7,144.6,0,0,0,17.9,0
9,19,0.321,18.39,5.45,61.2,69.9,131.1,0,0,0,18,0
9,23,0.281,14.05,6.83,62.8,71.5,134.3,0,0,0,18,0
6,21,0.222,20.38,7.68,62.3,71,133.3,0,0,0,18,0
6,21,0.222,21.3,8.59,59.2,67.9,127.1,0,0,0,18,0
12,20,0.375,23.92,11.26,66.9,75.6,142.5,0,0,0,18,0
7,20,0.259,20.38,12.88,73.8,82.5,156.3,0,0,0,18,0
7,25,0.219,25.37,13.48,59.2,67.9,127.1,0,0,0,18,0
6,24,0.2,30.21,17.9,61.5,70.2,131.7,0,0,0,18,0
8,23,0.258,33.24,20.54,59.5,68.2,127.7,0,0,0,18,0
8,23,0.258,37.36,24.72,67.4,76.1,143.5,0,0,0,18,0
9,19,0.321,16.08,4.52,78.1,86.7,164.8,0,0,0,18.1,0
7,21,0.25,18.62,5.81,63.5,72.1,135.6,0,0,0,18.1,0
7,20,0.259,15.45,6.09,71.7,80.3,152,0,0,0,18.1,0
6,21,0.222,18.88,6.85,73.7,82.3,156,0,0,0,18.1,0
7,23,0.233,17.99,10.02,63.8,72.4,136.2,0,0,0,18.1,0
7,20,0.259,20.45,10.37,65,73.6,138.6,0,0,0,18.1,0
7,24,0.226,21.58,10.48,60,68.6,128.6,0,0,0,18.1,0
7,21,0.25,21.84,11.47,67.2,75.8,143,0,0,0,18.1,0
8,21,0.276,23.75,12.31,64.8,73.4,138.2,0,0,0,18.1,0
7,23,0.233,25.67,13.33,64,72.6,136.6,0,0,0,18.1,0
5,22,0.185,24.44,13.38,62.6,71.2,133.8,0,0,0,18.1,0
7,19,0.269,25.64,14.43,72.2,80.8,153,0,0,0,18.1,0
7,22,0.241,25.56,14.57,66.4,75,141.4,0,0,0,18.1,0
8,20,0.286,28.45,16.63,60.8,69.4,130.2,0,0,0,18.1,0
9,21,0.3,30.1,19.33,72.3,80.9,153.2,0,0,0,18.1,0
9,19,0.321,32.88,20.11,58.3,66.9,125.2,0,0,0,18.1,0
9,18,0.333,12.29,1.67,73.9,82.4,156.3,0,0,0,18.2,0
5,23,0.179,16.02,3.19,62.9,71.4,134.3,0,0,0,18.2,0
5,21,0.192,16.63,5.72,68,76.5,144.5,0,0,0,18.2,0
11,21,0.344,19.67,7.06,60.8,69.3,130.1,0,0,0,18.2,0
7,19,0.269,20.24,7.33,56.7,65.2,121.9,0,0,0,18.2,0
7,25,0.219,20.48,7.57,72.1,80.6,152.7,0,0,0,18.2,0
6,24,0.2,18.82,7.83,66.5,75,141.5,0,0,0,18.2,0
8,23,0.258,21.01,8.53,62.1,70.6,132.7,0,0,0,18.2,0
9,19,0.321,21.42,8.72,65,73.5,138.5,0,0,0,18.2,0
9,19,0.321,21.58,10.44,67.3,75.8,143.1,0,0,0,18.2,0
9,23,0.281,27.16,15.25,61.2,69.7,130.9,0,0,0,18.2,0
6,24,0.2,28.41,15.47,71.8,80.3,152.1,0,0,0,18.2,0
7,21,0.25,28.97,15.99,58.3,66.8,125.1,0,0,0,18.2,0
11,19,0.367,13.37,1.21,67.1,75.5,142.6,0,0,0,18.3,0
6,21,0.222,19.24,5.93,73.1,81.5,154.6,0,0,0,18.3,0
7,20,0.259,19.27,6.2,68.4,76.8,145.2,0,0,0,18.3,0
5,24,0.172,22.51,9.44,64.3,72.7,137,0,0,0,18.3,0
9,18,0.333,22.76,9.69,58.9,67.3,126.2,0,0,0,18.3,0
11,21,0.344,23.83,10.89,66.9,75.3,142.2,0,0,0,18.3,0
10,20,0.333,21.13,11.29,70.9,79.3,150.2,0,0,0,18.3,0
8,20,0.286,22.04,11.51,62.4,70.8,133.2,0,0,0,18.3,0
8,24,0.25,25.6,12.57,60,68.4,128.4,0,0,0,18.3,0
8,21,0.276,25.76,12.73,61.1,69.5,130.6,0,0,0,18.3,0
9,23,0.281,23.28,12.77,70.6,79,149.6,0,0,0,18.3,0
8,23,0.258,27.61,15.07,63.4,71.8,135.2,0,0,0,18.3,0
9,21,0.3,28.07,15.86,60.7,69.1,129.8,0,0,0,18.3,0
8,23,0.258,31.72,19.72,62.2,70.6,132.8,0,0,0,18.3,0
11,18,0.379,15.68,2.65,64,72.3,136.3,0,0,0,18.4,0
8,22,0.267,17.77,8.07,68.7,77,145.7,0,0,0,18.4,0
3,26,0.103,21.25,9.7,57.9,66.2,124.1,0,0,0,18.4,0
8,22,0.267,22.35,10.74,70.5,78.8,149.3,0,0,0,18.4,0
7,25,0.219,28.76,17.24,64.1,72.4,136.5,0,0,0,18.4,0
8,22,0.267,16.72,3.51,64.7,72.9,137.6,0,0,0,18.5,0
10,22,0.313,19.07,5.95,67.8,76,143.8,0,0,0,18.5,0
9,22,0.29,20.1,8.38,72.3,80.5,152.8,0,0,0,18.5,0
7,19,0.269,20.14,8.93,58.4,66.6,125,0,0,0,18.5,0
7,24,0.226,21.43,9.09,52.1,60.3,112.4,0,0,0,18.5,0
8,20,0.286,22.58,9.32,70,78.2,148.2,0,0,0,18.5,0
7,23,0.233,19.6,9.55,63.7,71.9,135.6,0,0,0,18.5,0
6,21,0.222,23.55,10.4,74.1,82.3,156.4,0,0,0,18.5,0
7,23,0.233,21.36,11.38,64.2,72.4,136.6,0,0,0,18.5,0
5,22,0.185,23.9,12.33,66.3,74.5,140.8,0,0,0,18.5,0
7,24,0.226,25.74,13.19,64.8,73,137.8,0,0,0,18.5,0
5,25,0.167,25.68,15.09,65.6,73.8,139.4,0,0,0,18.5,0
6,24,0.2,25.48,15.59,59.3,67.5,126.8,0,0,0,18.5,0
7,20,0.259,34.4,21.17,70.6,78.8,149.4,0,0,0,18.5,0
7,22,0.241,15.05,1.75,68.2,76.3,144.5,0,0,0,18.6,0
9,18,0.333,20.17,6.83,67.7,75.8,143.5,0,0,0,18.6,0
12,19,0.387,21.67,8.36,57.6,65.7,123.3,0,0,0,18.6,0
9,20,0.31,22.19,8.89,71.7,79.8,151.5,0,0,0,18.6,0
7,23,0.233,20.83,9.56,62.4,70.5,132.9,0,0,0,18.6,0
10,21,0.323,21.39,9.76,62.2,70.3,132.5,0,0,0,18.6,0
8,24,0.25,21.09,11.96,58,66.1,124.1,0,0,0,18.6,0
7,20,0.259,23.22,12.09,73.8,81.9,155.7,0,0,0,18.6,0
7,25,0.219,25.09,12.52,58.5,66.6,125.1,0,0,0,18.6,0
8,24,0.25,25.52,14.18,62.7,70.8,133.5,0,0,0,18.6,0
9,20,0.31,25.82,14.38,60.1,68.2,128.3,0,0,0,18.6,0
7,23,0.233,27.77,15.09,56.5,64.6,121.1,0,0,0,18.6,0
9,19,0.321,31.13,17.87,64,72.1,136.1,0,0,0,18.6,0
8,25,0.242,33,19.68,63.2,71.3,134.5,0,0,0,18.6,0
9,24,0.273,34.64,21.32,64.3,72.4,136.7,0,0,0,18.6,0
8,20,0.286,15.63,2.22,69.2,77.2,146.4,0,0,0,18.7,0
10,17,0.37,14.81,3.19,66.6,74.6,141.2,0,0,0,18.7,0
12,21,0.364,17.4,3.99,60.5,68.5,129,0,0,0,18.7,0
9,23,0.281,16.16,4.56,64.3,72.3,136.6,0,0,0,18.7,0
7,19,0.269,19.4,6.71,69.9,77.9,147.8,0,0,0,18.7,0
9,21,0.3,18.41,7.04,65.2,73.2,138.4,0,0,0,18.7,0
10,19,0.345,20.01,9.14,65,73,138,0,0,0,18.7,0
11,20,0.355,22.7,10.43,68.1,76.1,144.2,0,0,0,18.7,0
8,23,0.258,23.35,10.74,63.5,71.5,135,0,0,0,18.7,0
8,23,0.258,23.33,10.82,61.5,69.5,131,0,0,0,18.7,0
5,24,0.172,24.42,11.01,62.2,70.2,132.4,0,0,0,18.7,0
6,20,0.231,22.77,11.4,66.4,74.4,140.8,0,0,0,18.7,0
